nrInst,nrAgencia,cdClient,nmClient,nrCpfCnpj,nrContrato,dtContrato,qtPrestacoes,vlTotal,cdProduto,dsProduto,cdCarteira,dsCarteira,nrProposta,nrPresta,tpPresta,nrSeqPre,dtVctPre,vlPresta,vlMora,vlMulta,vlOutAcr,vlIof,vlDescon,vlAtual,idSituac,idSitVen
144,18,35537,CLIENTE 414,502763217988,219237,20231018,8,57584.69,1287,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,339253,8,Original,0,20220526,2539.44,99413.86,27030.55,0,0,0,128983.85,Aberta,Vencida
144,18,35537,CLIENTE 414,502763217988,219237,20231018,8,57584.69,1287,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,339253,9,Original,0,20220402,49861.19,68727.71,90612.25,0,0,0,209201.15000000002,Aberta,Vencida
841,36,38412,CLIENTE 415,855036979837,81995,20220717,9,97308.09,890,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,201770,2,Original,0,20230125,22332.94,69318.69,23563.27,0,0,0,115214.90000000001,Aberta,Vencida
841,36,38412,CLIENTE 415,855036979837,81995,20220717,9,97308.09,890,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,201770,3,Original,0,20240103,48823.08,16025.38,29937.91,0,0,0,94786.37,Aberta,Vencida
841,36,38412,CLIENTE 415,855036979837,81995,20220717,9,97308.09,890,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,201770,4,Original,0,20230321,94809.79,53231.68,84166.2,0,0,0,232207.66999999998,Aberta,Vencida
841,36,38412,CLIENTE 415,855036979837,81995,20220717,9,97308.09,890,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,201770,5,Original,0,20230213,67167.54,75760.21,35921.97,0,0,0,178849.72,Aberta,Vencida
841,36,38412,CLIENTE 415,855036979837,81995,20220717,9,97308.09,890,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,201770,6,Original,0,20221124,74571.51,64088.95,16414.6,0,0,0,155075.06,Aberta,Vencida
841,36,38412,CLIENTE 415,855036979837,81995,20220717,9,97308.09,890,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,201770,7,Original,0,20240111,71709.95,46333.63,75637.09,0,0,0,193680.66999999998,Aberta,Vencida
841,36,38412,CLIENTE 415,855036979837,81995,20220717,9,97308.09,890,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,201770,8,Original,0,20220926,70841.98,10523.37,99849.11,0,0,0,181214.46,Aberta,Vencida
841,36,38412,CLIENTE 415,855036979837,81995,20220717,9,97308.09,890,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,201770,9,Original,0,20220622,52712.85,63331.2,95061.66,0,0,0,211105.71,Aberta,Vencida
841,36,38412,CLIENTE 415,855036979837,81995,20220717,9,97308.09,890,CDC PESSOA JURIDICA,7,CRÉDITO DIRETO AO CONSUMIDOR,201770,10,Original,0,20240916,64383.07,22633.15,73096.35,0,0,0,160112.57,Aberta,Vencida
1457,22,50312,CLIENTE 416,367990339813,296370,20240405,8,20837.92,449,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,329914,2,Original,0,20231002,24536.32,54319,8704.9,0,0,0,87560.22,Aberta,Vencida
1457,22,50312,CLIENTE 416,367990339813,296370,20240405,8,20837.92,449,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,329914,3,Original,0,20220620,73158.28,15029.79,37102.45,0,0,0,125290.52,Aberta,Vencida
1457,22,50312,CLIENTE 416,367990339813,296370,20240405,8,20837.92,449,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,329914,4,Original,0,20220307,24095.57,30396.73,34059.62,0,0,0,88551.92000000001,Aberta,Vencida
1457,22,50312,CLIENTE 416,367990339813,296370,20240405,8,20837.92,449,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,329914,5,Original,0,20240922,30551.73,7366.78,37119.73,0,0,0,75038.24,Aberta,Vencida
1457,22,50312,CLIENTE 416,367990339813,296370,20240405,8,20837.92,449,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,329914,6,Original,0,20240426,13636.42,44163.47,30731.87,0,0,0,88531.76,Aberta,Vencida
1457,22,50312,CLIENTE 416,367990339813,296370,20240405,8,20837.92,449,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,329914,7,Original,0,20231201,45853.14,46263.53,54466.71,0,0,0,146583.38,Aberta,Vencida
1457,22,50312,CLIENTE 416,367990339813,296370,20240405,8,20837.92,449,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,329914,8,Original,0,20220223,35678.3,68733,44876.76,0,0,0,149288.06,Aberta,Vencida
1457,22,50312,CLIENTE 416,367990339813,296370,20240405,8,20837.92,449,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,329914,9,Original,0,20220915,37249.15,74871.54,47782.83,0,0,0,159903.52000000002,Aberta,Vencida
659,15,82252,CLIENTE 417,847304376868,107442,20220416,6,45157.87,1964,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,746863,2,Original,0,20231110,74.39,54231.05,53617.67,0,0,0,107923.11,Aberta,Vencida
659,15,82252,CLIENTE 417,847304376868,107442,20220416,6,45157.87,1964,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,746863,3,Original,0,20221124,76591.94,40859.01,133.77,0,0,0,117584.72000000002,Aberta,Vencida
659,15,82252,CLIENTE 417,847304376868,107442,20220416,6,45157.87,1964,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,746863,4,Original,0,20221224,37061.05,19690.96,10461.72,0,0,0,67213.73,Aberta,Vencida
659,15,82252,CLIENTE 417,847304376868,107442,20220416,6,45157.87,1964,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,746863,5,Original,0,20221223,9835.78,60998.1,30768.27,0,0,0,101602.15000000001,Aberta,Vencida
659,15,82252,CLIENTE 417,847304376868,107442,20220416,6,45157.87,1964,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,746863,6,Original,0,20230217,21862.05,10087.96,78525.2,0,0,0,110475.20999999999,Aberta,Vencida
659,15,82252,CLIENTE 417,847304376868,107442,20220416,6,45157.87,1964,CDC PESSOA JURIDICA,12,CRÉDITO DIRETO AO CONSUMIDOR,746863,7,Original,0,20240408,57084.67,5211.6,79129.76,0,0,0,141426.03,Aberta,Vencida
914,12,15718,CLIENTE 418,603813476858,358862,20230408,2,83317.6,1651,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,327411,2,Original,0,20230108,89358.7,29890.11,13112.43,0,0,0,132361.24,Aberta,Vencida
914,12,15718,CLIENTE 418,603813476858,358862,20230408,2,83317.6,1651,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,327411,3,Original,0,20220911,88473.37,47653.13,90773.24,0,0,0,226899.74,Aberta,Vencida
127,35,72418,CLIENTE 419,476728850145,765801,20240709,9,28524.22,805,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,447913,2,Original,0,20220913,10923.16,30518.12,29015.44,0,0,0,70456.72,Aberta,Vencida
127,35,72418,CLIENTE 419,476728850145,765801,20240709,9,28524.22,805,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,447913,3,Original,0,20220615,84709.98,46911.3,13579.55,0,0,0,145200.83,Aberta,Vencida
127,35,72418,CLIENTE 419,476728850145,765801,20240709,9,28524.22,805,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,447913,4,Original,0,20220416,75286.66,15918.06,57255.31,0,0,0,148460.03,Aberta,Vencida
127,35,72418,CLIENTE 419,476728850145,765801,20240709,9,28524.22,805,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,447913,5,Original,0,20240310,91899.09,13407.98,88535.8,0,0,0,193842.87,Aberta,Vencida
127,35,72418,CLIENTE 419,476728850145,765801,20240709,9,28524.22,805,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,447913,6,Original,0,20230319,24666.57,37203.52,84223.1,0,0,0,146093.19,Aberta,Vencida
127,35,72418,CLIENTE 419,476728850145,765801,20240709,9,28524.22,805,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,447913,7,Original,0,20240224,92610.79,77248.97,47082.61,0,0,0,216942.37,Aberta,Vencida
127,35,72418,CLIENTE 419,476728850145,765801,20240709,9,28524.22,805,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,447913,8,Original,0,20240205,18470.48,87947.36,91101.8,0,0,0,197519.64,Aberta,Vencida
127,35,72418,CLIENTE 419,476728850145,765801,20240709,9,28524.22,805,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,447913,9,Original,0,20220201,34862.16,50754.44,69165.33,0,0,0,154781.93,Aberta,Vencida
127,35,72418,CLIENTE 419,476728850145,765801,20240709,9,28524.22,805,CDC PESSOA JURIDICA,16,CRÉDITO DIRETO AO CONSUMIDOR,447913,10,Original,0,20231026,56541.09,78421.26,89899.11,0,0,0,224861.45999999996,Aberta,Vencida
590,6,20201,CLIENTE 420,106555843803,338114,20231010,8,82160.42,487,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,290224,2,Original,0,20230811,89131.81,20542.51,69225.97,0,0,0,178900.28999999998,Aberta,Vencida
590,6,20201,CLIENTE 420,106555843803,338114,20231010,8,82160.42,487,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,290224,3,Original,0,20221121,41126.5,65743.37,65710.02,0,0,0,172579.89,Aberta,Vencida
590,6,20201,CLIENTE 420,106555843803,338114,20231010,8,82160.42,487,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,290224,4,Original,0,20221110,37634.79,54937.11,66779.96,0,0,0,159351.86,Aberta,Vencida
590,6,20201,CLIENTE 420,106555843803,338114,20231010,8,82160.42,487,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,290224,5,Original,0,20240504,56705.78,68119.32,89978.48,0,0,0,214803.58000000002,Aberta,Vencida
590,6,20201,CLIENTE 420,106555843803,338114,20231010,8,82160.42,487,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,290224,6,Original,0,20241004,93770.33,52583.95,8848.35,0,0,0,155202.63,Aberta,Vencida
590,6,20201,CLIENTE 420,106555843803,338114,20231010,8,82160.42,487,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,290224,7,Original,0,20230504,32661.11,79301.98,31960.44,0,0,0,143923.53,Aberta,Vencida
590,6,20201,CLIENTE 420,106555843803,338114,20231010,8,82160.42,487,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,290224,8,Original,0,20220822,43677.24,22322.63,75829.62,0,0,0,141829.49,Aberta,Vencida
590,6,20201,CLIENTE 420,106555843803,338114,20231010,8,82160.42,487,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,290224,9,Original,0,20240204,31579.22,86428.73,68119.44,0,0,0,186127.39,Aberta,Vencida
1002,37,37926,CLIENTE 421,363999666964,509488,20231021,9,36898.1,1271,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,539157,2,Original,0,20240315,59402.44,30623.62,45573.47,0,0,0,135599.53,Aberta,Vencida
1002,37,37926,CLIENTE 421,363999666964,509488,20231021,9,36898.1,1271,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,539157,3,Original,0,20220201,46224.31,12174.29,50821.2,0,0,0,109219.79999999999,Aberta,Vencida
1002,37,37926,CLIENTE 421,363999666964,509488,20231021,9,36898.1,1271,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,539157,4,Original,0,20221026,40073.22,43280.86,24375.5,0,0,0,107729.58,Aberta,Vencida
1002,37,37926,CLIENTE 421,363999666964,509488,20231021,9,36898.1,1271,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,539157,5,Original,0,20220707,72583.76,62103.07,371.79,0,0,0,135058.62,Aberta,Vencida
1002,37,37926,CLIENTE 421,363999666964,509488,20231021,9,36898.1,1271,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,539157,6,Original,0,20221126,61696.29,20271.29,99831.13,0,0,0,181798.71000000002,Aberta,Vencida
1002,37,37926,CLIENTE 421,363999666964,509488,20231021,9,36898.1,1271,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,539157,7,Original,0,20231222,42197.11,27491.26,91522.82,0,0,0,161211.19,Aberta,Vencida
1002,37,37926,CLIENTE 421,363999666964,509488,20231021,9,36898.1,1271,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,539157,8,Original,0,20241228,65047.4,22847.5,30757.6,0,0,0,118652.5,Aberta,Vencida
1002,37,37926,CLIENTE 421,363999666964,509488,20231021,9,36898.1,1271,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,539157,9,Original,0,20220327,31346.08,9934.66,19769.52,0,0,0,61050.26000000001,Aberta,Vencida
1002,37,37926,CLIENTE 421,363999666964,509488,20231021,9,36898.1,1271,CDC PESSOA JURIDICA,14,CRÉDITO DIRETO AO CONSUMIDOR,539157,10,Original,0,20240717,94574.1,36906.22,3679.28,0,0,0,135159.6,Aberta,Vencida
1411,50,98385,CLIENTE 422,590659092783,41673,20230320,9,769.55,17,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,600371,2,Original,0,20221215,88951.5,19372.2,53549.99,0,0,0,161873.69,Aberta,Vencida
1411,50,98385,CLIENTE 422,590659092783,41673,20230320,9,769.55,17,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,600371,3,Original,0,20231210,44682.11,1869.63,42547.98,0,0,0,89099.72,Aberta,Vencida
1411,50,98385,CLIENTE 422,590659092783,41673,20230320,9,769.55,17,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,600371,4,Original,0,20230326,58197.14,71562.86,9084.16,0,0,0,138844.16,Aberta,Vencida
1411,50,98385,CLIENTE 422,590659092783,41673,20230320,9,769.55,17,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,600371,5,Original,0,20241126,46365.4,48557.28,65166.59,0,0,0,160089.27,Aberta,Vencida
1411,50,98385,CLIENTE 422,590659092783,41673,20230320,9,769.55,17,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,600371,6,Original,0,20220404,12106.22,42598.05,26495.34,0,0,0,81199.61,Aberta,Vencida
1411,50,98385,CLIENTE 422,590659092783,41673,20230320,9,769.55,17,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,600371,7,Original,0,20220813,68562.96,43197.82,15168.54,0,0,0,126929.32,Aberta,Vencida
1411,50,98385,CLIENTE 422,590659092783,41673,20230320,9,769.55,17,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,600371,8,Original,0,20231104,97238.53,73413.23,31383.94,0,0,0,202035.7,Aberta,Vencida
1411,50,98385,CLIENTE 422,590659092783,41673,20230320,9,769.55,17,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,600371,9,Original,0,20230904,48436.86,56188.08,98516.89,0,0,0,203141.83000000002,Aberta,Vencida
1411,50,98385,CLIENTE 422,590659092783,41673,20230320,9,769.55,17,CDC PESSOA JURIDICA,19,CRÉDITO DIRETO AO CONSUMIDOR,600371,10,Original,0,20220914,15566.3,98709.9,27554.11,0,0,0,141830.31,Aberta,Vencida
1139,42,47144,CLIENTE 423,830635126738,423324,20240507,2,3194.24,368,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,257486,2,Original,0,20221213,72806.54,15296.67,83147.48,0,0,0,171250.69,Aberta,Vencida
1139,42,47144,CLIENTE 423,830635126738,423324,20240507,2,3194.24,368,CDC PESSOA JURIDICA,4,CRÉDITO DIRETO AO CONSUMIDOR,257486,3,Original,0,20230505,25325.63,90440.36,38986.2,0,0,0,154752.19,Aberta,Vencida
1957,22,3435,CLIENTE 424,816430295973,306071,20220410,2,39697.89,583,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,527898,2,Original,0,20240506,19438.19,20129.28,53599.26,0,0,0,93166.73000000001,Aberta,Vencida
1957,22,3435,CLIENTE 424,816430295973,306071,20220410,2,39697.89,583,CDC PESSOA JURIDICA,9,CRÉDITO DIRETO AO CONSUMIDOR,527898,3,Original,0,20220522,70474.15,97514.98,5066.36,0,0,0,173055.49,Aberta,Vencida
1388,37,55801,CLIENTE 425,516830526520,696729,20221227,8,407.31,159,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,745251,2,Original,0,20230127,72597.95,9887.51,89633.4,0,0,0,172118.86,Aberta,Vencida
1388,37,55801,CLIENTE 425,516830526520,696729,20221227,8,407.31,159,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,745251,3,Original,0,20240105,48207.25,80708.11,21993.7,0,0,0,150909.06,Aberta,Vencida
1388,37,55801,CLIENTE 425,516830526520,696729,20221227,8,407.31,159,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,745251,4,Original,0,20241127,65304.03,15576.18,96057.43,0,0,0,176937.63999999998,Aberta,Vencida
1388,37,55801,CLIENTE 425,516830526520,696729,20221227,8,407.31,159,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,745251,5,Original,0,20220723,48466.52,71515.37,2706.22,0,0,0,122688.10999999999,Aberta,Vencida
1388,37,55801,CLIENTE 425,516830526520,696729,20221227,8,407.31,159,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,745251,6,Original,0,20241103,53849.78,83290.66,5842.18,0,0,0,142982.62,Aberta,Vencida
1388,37,55801,CLIENTE 425,516830526520,696729,20221227,8,407.31,159,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,745251,7,Original,0,20240312,93279.55,53631.46,89900.23,0,0,0,236811.24,Aberta,Vencida
1388,37,55801,CLIENTE 425,516830526520,696729,20221227,8,407.31,159,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,745251,8,Original,0,20220923,21767.49,98976.72,64188.52,0,0,0,184932.73,Aberta,Vencida
1388,37,55801,CLIENTE 425,516830526520,696729,20221227,8,407.31,159,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,745251,9,Original,0,20230406,15559.41,4113.71,77963.29,0,0,0,97636.40999999999,Aberta,Vencida
257,7,4247,CLIENTE 426,564213242677,502848,20220722,9,73017.93,397,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,844775,2,Original,0,20231108,2283.72,45404.1,2546.83,0,0,0,50234.65,Aberta,Vencida
257,7,4247,CLIENTE 426,564213242677,502848,20220722,9,73017.93,397,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,844775,3,Original,0,20230827,66922.53,39240.35,65608.27,0,0,0,171771.15000000002,Aberta,Vencida
257,7,4247,CLIENTE 426,564213242677,502848,20220722,9,73017.93,397,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,844775,4,Original,0,20240304,36413.07,9616.27,69356.8,0,0,0,115386.14,Aberta,Vencida
257,7,4247,CLIENTE 426,564213242677,502848,20220722,9,73017.93,397,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,844775,5,Original,0,20230208,95869,55341.77,91676.11,0,0,0,242886.88,Aberta,Vencida
257,7,4247,CLIENTE 426,564213242677,502848,20220722,9,73017.93,397,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,844775,6,Original,0,20221005,17613.59,73343.71,23989.9,0,0,0,114947.20000000001,Aberta,Vencida
257,7,4247,CLIENTE 426,564213242677,502848,20220722,9,73017.93,397,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,844775,7,Original,0,20241224,43610.34,94962.68,20304.13,0,0,0,158877.15,Aberta,Vencida
257,7,4247,CLIENTE 426,564213242677,502848,20220722,9,73017.93,397,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,844775,8,Original,0,20240501,11645.71,17166.86,31562.8,0,0,0,60375.369999999995,Aberta,Vencida
257,7,4247,CLIENTE 426,564213242677,502848,20220722,9,73017.93,397,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,844775,9,Original,0,20220423,78373.82,79472.79,65346.03,0,0,0,223192.63999999998,Aberta,Vencida
257,7,4247,CLIENTE 426,564213242677,502848,20220722,9,73017.93,397,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,844775,10,Original,0,20241227,42644.43,10459.06,24881.55,0,0,0,77985.04,Aberta,Vencida
1809,30,1877,CLIENTE 427,979948093441,94951,20240810,1,71957.17,1649,CDC PESSOA JURIDICA,5,CRÉDITO DIRETO AO CONSUMIDOR,908779,2,Original,0,20230912,35793.6,80715.86,33612.61,0,0,0,150122.07,Aberta,Vencida
1944,47,61552,CLIENTE 428,332143801084,394140,20220205,2,20381.45,1991,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,416407,2,Original,0,20230506,53718.72,27604.76,22287.3,0,0,0,103610.78,Aberta,Vencida
1944,47,61552,CLIENTE 428,332143801084,394140,20220205,2,20381.45,1991,CDC PESSOA JURIDICA,18,CRÉDITO DIRETO AO CONSUMIDOR,416407,3,Original,0,20220513,87213.22,74974.36,61117.15,0,0,0,223304.73,Aberta,Vencida
750,40,58766,CLIENTE 429,273753654852,454397,20230121,4,55524.37,960,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,103924,2,Original,0,20230909,75844.87,95637.21,3365.4,0,0,0,174847.48,Aberta,Vencida
750,40,58766,CLIENTE 429,273753654852,454397,20230121,4,55524.37,960,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,103924,3,Original,0,20220701,42971.23,80255.87,21210.26,0,0,0,144437.36000000002,Aberta,Vencida
750,40,58766,CLIENTE 429,273753654852,454397,20230121,4,55524.37,960,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,103924,4,Original,0,20220312,86594.43,14595.35,38335.86,0,0,0,139525.64,Aberta,Vencida
750,40,58766,CLIENTE 429,273753654852,454397,20230121,4,55524.37,960,CDC PESSOA JURIDICA,6,CRÉDITO DIRETO AO CONSUMIDOR,103924,5,Original,0,20240212,56513.49,6529.96,9553.98,0,0,0,72597.43,Aberta,Vencida
1682,5,14107,CLIENTE 430,830671535838,279302,20220820,6,72821.02,1415,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,609693,2,Original,0,20230922,96737.87,87512.43,50882.26,0,0,0,235132.56,Aberta,Vencida
1682,5,14107,CLIENTE 430,830671535838,279302,20220820,6,72821.02,1415,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,609693,3,Original,0,20241219,65290.65,985.89,6591.26,0,0,0,72867.8,Aberta,Vencida
1682,5,14107,CLIENTE 430,830671535838,279302,20220820,6,72821.02,1415,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,609693,4,Original,0,20240724,26137.01,89185.7,55265.74,0,0,0,170588.44999999998,Aberta,Vencida
1682,5,14107,CLIENTE 430,830671535838,279302,20220820,6,72821.02,1415,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,609693,5,Original,0,20220414,38758.06,87717.23,64144.14,0,0,0,190619.43,Aberta,Vencida
1682,5,14107,CLIENTE 430,830671535838,279302,20220820,6,72821.02,1415,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,609693,6,Original,0,20220425,12752.91,24348.48,77015.35,0,0,0,114116.74,Aberta,Vencida
1682,5,14107,CLIENTE 430,830671535838,279302,20220820,6,72821.02,1415,CDC PESSOA JURIDICA,20,CRÉDITO DIRETO AO CONSUMIDOR,609693,7,Original,0,20231016,56159.97,23870.15,62050.49,0,0,0,142080.61,Aberta,Vencida
809,41,92531,CLIENTE 431,227660787835,141880,20220208,7,2198.46,1508,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,812992,2,Original,0,20220809,31517.62,84574.58,66420.08,0,0,0,182512.28,Aberta,Vencida
809,41,92531,CLIENTE 431,227660787835,141880,20220208,7,2198.46,1508,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,812992,3,Original,0,20230309,32862.41,16864.28,9920.65,0,0,0,59647.340000000004,Aberta,Vencida
809,41,92531,CLIENTE 431,227660787835,141880,20220208,7,2198.46,1508,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,812992,4,Original,0,20220308,79987.34,73127,24314.38,0,0,0,177428.72,Aberta,Vencida
809,41,92531,CLIENTE 431,227660787835,141880,20220208,7,2198.46,1508,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,812992,5,Original,0,20230124,63813.82,93419.37,63467.56,0,0,0,220700.75,Aberta,Vencida
809,41,92531,CLIENTE 431,227660787835,141880,20220208,7,2198.46,1508,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,812992,6,Original,0,20220919,25470.01,4987.57,21992.26,0,0,0,52449.84,Aberta,Vencida
809,41,92531,CLIENTE 431,227660787835,141880,20220208,7,2198.46,1508,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,812992,7,Original,0,20221028,12068.42,49297.39,58005.3,0,0,0,119371.11,Aberta,Vencida
809,41,92531,CLIENTE 431,227660787835,141880,20220208,7,2198.46,1508,CDC PESSOA JURIDICA,13,CRÉDITO DIRETO AO CONSUMIDOR,812992,8,Original,0,20230627,35260.19,73295.83,40524.24,0,0,0,149080.26,Aberta,Vencida
1154,6,7598,CLIENTE 432,545550525855,570293,20230304,8,31290.25,1362,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,131639,2,Original,0,20241222,63894.16,19262.15,57249.18,0,0,0,140405.49,Aberta,Vencida
1154,6,7598,CLIENTE 432,545550525855,570293,20230304,8,31290.25,1362,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,131639,3,Original,0,20231009,73206.99,78593.96,11853.84,0,0,0,163654.79,Aberta,Vencida
1154,6,7598,CLIENTE 432,545550525855,570293,20230304,8,31290.25,1362,CDC PESSOA JURIDICA,11,CRÉDITO DIRETO AO CONSUMIDOR,131639,4,Original,0,20221015,40746.71,68029.59,9767.7,0,0,0,118543.99999999999,Aberta,Vencida
